iter	RMSE
157	0.06263993774
158	0.06221833816
159	0.06134632638
160	0.06084372314
161	0.06070181911
162	0.06013008348
163	0.05977524483
164	0.05943201276
165	0.05931354034
166	0.0588512859
167	0.05839444341
168	0.05807236663
169	0.05784077523
170	0.0576932246
171	0.05729351053
172	0.05652964693
173	0.05636240297
174	0.05595690624
175	0.0555617242
176	0.055190831
177	0.05486426713
178	0.05476823852
179	0.05449881284
180	0.05420159875
181	0.05388860923
182	0.05377839641
183	0.05303908651
184	0.0527307633
185	0.05251952974
186	0.05221352387
187	0.05178601663
188	0.0517112916
189	0.05145653783
190	0.05113778726
191	0.05087580925
192	0.05022328396
193	0.04999686303
194	0.04990759389
195	0.04975418182
196	0.04953454567
197	0.04911931174
198	0.04888744686
199	0.04872350873
200	0.04866803225
201	0.04855523174
202	0.04835822144
203	0.04805799604
204	0.0477311759
205	0.04709873821
206	0.04680351243
207	0.04598511221
208	0.04589014387
209	0.04578028983
210	0.04549683195
211	0.04526249265
212	0.04477117161
213	0.0444026291
214	0.0442224158
215	0.0440715506
216	0.04387417111
217	0.04362962865
218	0.04358161514
219	0.04328434974
220	0.04314958613
221	0.0429311377
222	0.0427577808
223	0.04251807419
224	0.04237026103
225	0.04232837714
226	0.04219666664
227	0.04204442232
228	0.04148714463
229	0.04126816164
230	0.04121477094
231	0.04109444646
232	0.04092884613
233	0.04083899179
234	0.04074407622
235	0.04055909283
236	0.04041825399
237	0.04033944885
238	0.03984251593
239	0.03960954381
240	0.03942178612
241	0.03916298923
242	0.03912908158
243	0.0389976748
244	0.0388867953
245	0.03865619472
246	0.03852603066
247	0.03829436463
248	0.03817700855
249	0.03806709284
250	0.03787596362
251	0.0371858547
252	0.03709893532
253	0.03698894535
254	0.03659652955
255	0.03652323242
256	0.03638844856
257	0.03619044849
258	0.03611835868
259	0.03592461168
260	0.03576431844
261	0.03532672827
262	0.03527808073
263	0.03517486122
264	0.03498295309
265	0.03459289615
266	0.03443394631
267	0.03422879156
268	0.03413955136
269	0.03409938365
270	0.0338272876
271	0.03364398597
272	0.03354872942
273	0.03330501777
274	0.03327459968
275	0.03310286956
276	0.03301933168
277	0.03295823477
278	0.03287864752
279	0.03279799431
280	0.03276410574
281	0.03268699387
282	0.03252392031
283	0.03236559227
284	0.03221862475
285	0.03219289958
286	0.03209612864
287	0.03173451753
288	0.03134307565
289	0.03100611131
290	0.03086197485
291	0.03070558651
292	0.03063892549
293	0.03025569961
294	0.02965147084
295	0.02956485997
296	0.02944175184
297	0.0293370068
298	0.02926428859
299	0.02920538796
300	0.02917917941
301	0.02915588847
302	0.02889378883
303	0.02883419087
304	0.02877892283
305	0.02846962251
306	0.02818421583
307	0.0279204033
308	0.02786309212
309	0.02769161094
310	0.0276405976
311	0.02758694392
312	0.02756638681
313	0.02729995261
314	0.02706867309
315	0.02683149265
316	0.02659548462
317	0.02652381845
318	0.02631512006
319	0.02610208333
320	0.02605281709
321	0.02583976673
322	0.02580010096
323	0.02558646773
324	0.02548664962
325	0.02531848954
326	0.02523640432
327	0.0251943095
328	0.02506457872
329	0.02499849079
330	0.02494519986
331	0.02487724397
332	0.02482881831
333	0.02478858578
334	0.0246238594
335	0.02456631931
336	0.02453297506
337	0.0244973017
338	0.02446893409
339	0.02441648777
340	0.02397759342
341	0.02392469584
342	0.02372549242
343	0.02363227269
344	0.02359146614
345	0.02357109337
346	0.02354074453
347	0.02351496583
348	0.02347231016
349	0.02328859679
350	0.02325431292
351	0.02323733069
352	0.02307466874
353	0.02300062385
354	0.0228409479
355	0.02270137539
356	0.02256901096
357	0.02241256889
358	0.02238263004
359	0.02232392578
360	0.02228741915
361	0.0221312032
362	0.02210857329
363	0.02194306307
364	0.02189696103
365	0.02184470493
366	0.02172768329
367	0.02161348615
368	0.02124173436
369	0.02111393053
370	0.0210668569
371	0.02103623532
372	0.02100977316
373	0.02095808906
374	0.02078520908
375	0.02075232064
376	0.020703297
377	0.02066498138
378	0.02064983756
379	0.02058692808
380	0.02051853437
381	0.02050336002
382	0.02039596368
383	0.02017131504
384	0.02013300049
385	0.02011970947
386	0.02009299947
387	0.01997483349
388	0.01965783487
389	0.01951801058
390	0.01941786193
391	0.0193780545
392	0.01935424
393	0.01933913434
394	0.01920906655
395	0.01915736846
396	0.0190152792
397	0.01898533577
398	0.01893878342
399	0.01891903747
400	0.01888259539
401	0.0188473361
402	0.0185759609
403	0.01855122036
404	0.01843119179
405	0.01838870375
406	0.01833151587
407	0.01820979022
408	0.01819237506
409	0.01817925626
410	0.01814728022
411	0.01811635686
412	0.01808385078
413	0.0178535811
414	0.01783169743
415	0.01778479282
416	0.01773731766
417	0.01763887636
418	0.01761297204
419	0.01758503139
420	0.01745001026
421	0.01735533339
422	0.01732579822
423	0.01730080701
424	0.01725769979
425	0.01715574615
426	0.0171167768
427	0.01708813912
428	0.01706099234
429	0.01703586745
430	0.01700470067
431	0.01693060212
432	0.01681096218
433	0.0167324819
434	0.0167163894
435	0.01669551586
436	0.01668461975
437	0.01665718623
438	0.01662174246
439	0.01654402505
440	0.01650889842
441	0.01638650524
442	0.01634362934
443	0.01632567947
444	0.01630171103
445	0.01621686319
446	0.01615093831
447	0.01613054417
448	0.01605977023
449	0.01603837418
450	0.01599896554
451	0.0158690564
452	0.01564172328
453	0.01560548263
454	0.01557742435
455	0.01551968258
456	0.01541846391
457	0.01539896214
458	0.01537821776
459	0.01530796303
460	0.01528486074
461	0.01522727097
462	0.01520990845
463	0.0150202446
464	0.01501120012
465	0.01499778046
466	0.01488794405
467	0.01484069933
468	0.01482153931
469	0.01479427985
470	0.01475834437
471	0.01474147153
472	0.01472656986
473	0.01456945307
474	0.01456028094
475	0.01454310337
476	0.01452329978
477	0.01446026041
478	0.01444367048
479	0.01442057629
480	0.01437053984
481	0.01435427921
482	0.01434665008
483	0.0143318647
484	0.01431617793
485	0.01419013004
486	0.0140986074
487	0.01406523255
488	0.01405821643
489	0.01401775062
490	0.01400748701
491	0.01391660954
492	0.01378004782
493	0.01376910274
494	0.01375013129
495	0.0137368854
496	0.0136887172
497	0.01367449003
498	0.01358926096
499	0.01357687303
500	0.01349369968
501	0.01337862524
502	0.01335212477
503	0.01334557231
504	0.01331731301
505	0.01329558657
506	0.01324809067
507	0.01313830267
508	0.01312186425
509	0.01311119411
510	0.01307791981
511	0.01298137417
512	0.01296122372
513	0.01292019764
514	0.01270709752
515	0.01268905982
516	0.0126684338
517	0.01265137518
518	0.01261431303
519	0.0125986092
520	0.01257998182
521	0.01256863727
522	0.01251470899
523	0.01248598435
524	0.0124752977
525	0.01244110592
526	0.01243405653
527	0.01242331723
528	0.01241101697
529	0.0123843797
530	0.01229289768
531	0.01228030883
532	0.01225120532
533	0.01221954921
534	0.0121913077
535	0.01218151054
536	0.01217332348
537	0.01215914236
538	0.01213327904
539	0.01210730788
540	0.01208887089
541	0.01207909738
542	0.01206062733
543	0.01205069118
544	0.01204250357
545	0.01201879155
546	0.01200428002
547	0.01199799082
548	0.01195262567
549	0.01193732123
550	0.01191322482
551	0.01189786521
552	0.01188720908
553	0.01180771285
554	0.01173564332
555	0.01172862241
556	0.01167322488
557	0.01164823197
558	0.01163436927
559	0.01163013102
560	0.01158932538
561	0.01157746448
562	0.01156565858
563	0.01152662071
564	0.01149961041
565	0.01147239545
566	0.0114676424
567	0.01143638983
568	0.01136319462
569	0.0113370398
570	0.01132844153
571	0.0113179039
572	0.01129804648
573	0.01128443143
574	0.01127094777
575	0.01126672451
576	0.01124747228
577	0.0112431627
578	0.01122644125
579	0.01121394594
580	0.01120627313
581	0.01119288892
582	0.01118094446
583	0.0111198915
584	0.01110945851
585	0.01110433331
586	0.01107198173
587	0.01103301416
588	0.01102276768
589	0.01088452373
590	0.01087535976
591	0.0108727818
592	0.0108630085
593	0.01083896165
594	0.0108274322
595	0.01080877784
596	0.01080094699
597	0.0107940029
598	0.01078033561
599	0.01067032526
600	0.0106596304
601	0.01065431731
602	0.01064817014
603	0.01063855881
604	0.01062888668
605	0.01062058233
606	0.01059223399
607	0.01058499541
608	0.01057549992
609	0.01056269006
610	0.01054804759
611	0.01054126691
612	0.01045331637
613	0.01038113869
614	0.01035621756
615	0.01034850462
616	0.01034142356
617	0.01026982328
618	0.01019295781
619	0.01018585102
620	0.01018130436
621	0.01017561575
622	0.01016504335
623	0.0100977332
624	0.01008893519
625	0.01008536497
626	0.01007939843
627	0.01001684788
628	0.01001170213
629	0.01000467824
630	0.009994831746
631	0.009990383398
632	0.009979728818
633	0.009956974853
634	0.00995062413
635	0.009893924108
636	0.00988792062
637	0.009851600147
638	0.009787562309
639	0.009730500879
640	0.00972402805
641	0.009705562917
642	0.009686608067
643	0.009677940409
644	0.009631119827
645	0.009561875376
646	0.009534971729
647	0.00952220373
648	0.009517216172
649	0.009513760903
650	0.009510627765
651	0.009503469404
652	0.009501421387
653	0.009497853665
654	0.009490740533
655	0.009415581786
656	0.009390199844
657	0.009389513158
658	0.009383661845
659	0.009378292028
660	0.00931701646
661	0.00921201413
662	0.009205661437
663	0.009199872865
664	0.00919584447
665	0.009191045774
666	0.009187336586
667	0.009179779258
668	0.00910888189
669	0.009057132612
670	0.009053564196
671	0.009038685686
672	0.009029638192
673	0.009024650788
674	0.009014911715
675	0.009007878171
676	0.009000411638
677	0.00899694108
678	0.008992589917
679	0.00898545642
680	0.008979791777
681	0.008974909931
682	0.00894843733
683	0.008947208534
684	0.008934511793
685	0.008876872404
686	0.008871976831
687	0.008866503799
688	0.008859166076
689	0.0088530197
690	0.008810000715
691	0.00880829591
692	0.008803264953
693	0.008801677083
694	0.008786998026
695	0.0087656879
696	0.008742461265
697	0.008737835989
698	0.008674686067
699	0.008672136814
700	0.008665646033
701	0.008613789094
702	0.008611169148
703	0.008598197705
704	0.008544243059
705	0.008541524381
706	0.008538178739
707	0.00853584241
708	0.008527584756
709	0.008502924468
710	0.008495138107
711	0.008443887004
712	0.008442492717
713	0.008437123578
714	0.008434370954
715	0.008430377786
716	0.008427124254
717	0.008411146857
718	0.008410001468
719	0.008407464967
720	0.008401885026
721	0.008398962744
722	0.00838849208
723	0.008386239075
724	0.008381736083
725	0.008377547191
726	0.008374520847
727	0.008332368524
728	0.00833038981
729	0.008292868821
730	0.00829043349
731	0.008247522383
732	0.008240074049
733	0.008216852899
734	0.008208891045
735	0.008206894556
736	0.008201126322
737	0.008185110072
738	0.008182365335
739	0.0081713852
740	0.00816945801
741	0.008165352275
742	0.008162636279
743	0.008159550894
744	0.008154462725
745	0.008152580254
746	0.00794470105
747	0.007940899435
748	0.007937907181
749	0.007920809003
750	0.007899668908
751	0.007897973267
752	0.007895338866
753	0.007878066005
754	0.007812335461
755	0.007627339032
756	0.007624614967
757	0.007620671795
758	0.007619369854
759	0.007618562923
760	0.007615872724
761	0.007615121937
762	0.007602187904
763	0.007599315594
764	0.007596843456
765	0.007593693753
766	0.007586470333
767	0.007557969136
768	0.007550614653
769	0.007521364171
770	0.007519717347
771	0.007513814735
772	0.007511305132
773	0.007509263358
774	0.007493882103
775	0.007425075761
776	0.007423926174
777	0.007421854433
778	0.007416837867
779	0.007415455419
780	0.007414464511
781	0.007404010667
782	0.00740251443
783	0.007393988005
784	0.007390637078
785	0.007333717385
786	0.007332816648
787	0.007332160895
788	0.007327552643
789	0.007319323796
790	0.007295138128
791	0.007288974823
792	0.007110833758
793	0.007110401734
794	0.007109590497
795	0.007089304103
796	0.006940230687
797	0.00692767188
798	0.006924612174
799	0.006920035098
800	0.006918046002
801	0.006899375005
802	0.006897910747
803	0.006893471582
804	0.006891095632
805	0.006888411754
806	0.006876756756
807	0.006873287584
808	0.006865119552
809	0.006852292999
810	0.006845832121
811	0.006844162668
812	0.006843386109
813	0.006838922768
814	0.006834135108
815	0.006832507711
816	0.006831360044
817	0.006815233026
818	0.006749771732
819	0.006749378138
820	0.006743508146
821	0.006731178212
822	0.006723912146
823	0.00669296688
824	0.006560301743
825	0.006558993
826	0.006558316881
827	0.006549724865
828	0.006482794503
829	0.006477825616
830	0.006472547826
831	0.006471402858
832	0.006416498511
833	0.006412342991
834	0.006405186522
835	0.006401675874
836	0.006396037534
837	0.00638277836
838	0.006376620498
839	0.006372416552
840	0.006371735538
841	0.006367558483
842	0.006365939086
843	0.006363711649
844	0.006361116975
845	0.006359314761
846	0.006314351119
847	0.006308172729
848	0.00630427187
849	0.006302825358
850	0.006290246918
851	0.006285515134
852	0.006281960324
853	0.006275213468
854	0.006269564669
855	0.006266361183
856	0.006265515054
857	0.00625942596
858	0.006258346853
859	0.006257227327
860	0.00625630639
861	0.006255856219
862	0.006251038482
863	0.006109257751
864	0.006107923062
865	0.006105993687
866	0.006105752153
867	0.006105154126
868	0.006100129272
869	0.00609792639
870	0.006094380539
871	0.006092397388
872	0.006091084319
873	0.00608757079
874	0.006085800637
875	0.006023354645
876	0.006021509924
877	0.006019630642
878	0.006004970486
879	0.006003653439
880	0.006000789561
881	0.005996244381
882	0.005986797396
883	0.00598593473
884	0.005934261735
885	0.005933201401
886	0.005818830344
887	0.005815674639
888	0.005815142208
889	0.005814681538
890	0.005809884255
891	0.005805161272
892	0.005804459248
893	0.005766023531
894	0.005752081234
895	0.00574780302
896	0.005741836324
897	0.005741475805
898	0.00573717295
899	0.00573595902
900	0.005735136333
901	0.005721632491
902	0.005665278973
903	0.005662833428
904	0.00566179481
905	0.005647901807
906	0.005632435392
907	0.005629142757
908	0.005627223066
909	0.005618576519
910	0.00561727201
911	0.005616693072
912	0.005613572262
913	0.005613262321
914	0.005612603091
915	0.005512852092
916	0.00551173164
917	0.005504504859
918	0.005480223814
919	0.005479233349
920	0.005426247622
921	0.005425880304
922	0.005423067215
923	0.005421948676
924	0.005419076593
925	0.005413561523
926	0.00536981359
927	0.00536553751
928	0.005351492543
929	0.005347634102
930	0.005343441479
931	0.005305631403
932	0.005305166978
933	0.005300440915
934	0.005300148261
935	0.00529951521
936	0.005298941997
937	0.005287860323
938	0.00528761635
939	0.005281829039
940	0.005183246705
941	0.005173010598
942	0.005170112709
943	0.005169098681
944	0.005167596637
945	0.005150373385
946	0.005149641641
947	0.005149045595
948	0.00514783709
949	0.005147522546
950	0.005146120254
951	0.005100690887
952	0.00509942019
953	0.005099031875
954	0.005092027146
955	0.005091409133
956	0.005086800631
957	0.005078478538
958	0.005077263244
959	0.005076853921
960	0.005075863189
961	0.005074098282
962	0.005062806988
963	0.005055279145
964	0.005052531635
965	0.005007932378
966	0.005007604104
967	0.005006407683
968	0.005005188263
969	0.004995355237
970	0.004994919861
971	0.004992740743
972	0.004991739731
973	0.004988926315
974	0.00498812937
975	0.004973629455
976	0.004971808307
977	0.00495885524
978	0.004870124318
979	0.00486781005
980	0.004858756392
981	0.004845468055
982	0.004838342632
983	0.004837590115
984	0.004834975352
985	0.004830911285
986	0.004830280173
987	0.004829931451
988	0.004828402932
989	0.004816340349
990	0.004814966408
991	0.004811287194
992	0.004810932953
993	0.004810637937
994	0.004809698904
995	0.004808529516
996	0.004802413576
997	0.00480200687
998	0.004793331936
999	0.004787218261
